# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1      25     0.69310     0.02035     0.00000   -1.180062483   -2.102510243   -0.922447760
     1      25     0.69897     0.01017     0.00000   -1.171727567   -2.092236284   -0.920508717
     1      25     0.70485     0.00000     0.00000   -1.168811973   -2.087381536   -0.918569562
     1      25     0.68135     0.00000     0.00000   -1.181191807   -2.103639535   -0.922447728
     1      25     0.65786     0.00000     0.00000   -1.218375967   -2.144978593   -0.926602626
     1      25     0.63436     0.00000     0.00000   -1.277441826   -2.210137618   -0.932695793
     1      25     0.61087     0.00000     0.00000   -1.352613326   -2.293502613   -0.940889286
     1      25     0.58737     0.00000     0.00000   -1.437067305   -2.392451705   -0.955384400
     1      25     0.56388     0.00000     0.00000   -1.524241652   -2.494879439   -0.970637787
     1      25     0.54038     0.00000     0.00000   -1.608552569   -2.595700791   -0.987148222
     1      25     0.51689     0.00000     0.00000   -1.685763650   -2.692295066   -1.006531416
     1      25     0.49339     0.00000     0.00000   -1.753232506   -2.781998683   -1.028766177
     1      25     0.46990     0.00000     0.00000   -1.809831865   -2.856586129   -1.046754264
     1      25     0.44640     0.00000     0.00000   -1.855643444   -2.917696546   -1.062053102
     1      25     0.42291     0.00000     0.00000   -1.890980902   -2.961641091   -1.070660189
     1      25     0.39941     0.00000     0.00000   -1.914870069   -2.991583238   -1.076713168
     1      25     0.37592     0.00000     0.00000   -1.923643671   -2.999664998   -1.076021327
     1      25     0.35242     0.00000     0.00000   -1.911154241   -2.984378402   -1.073224161
     1      25     0.32893     0.00000     0.00000   -1.872237047   -2.943743272   -1.071506225
     1      25     0.30543     0.00000     0.00000   -1.807127002   -2.877204873   -1.070077871
     1      25     0.28194     0.00000     0.00000   -1.722539155   -2.797548385   -1.075009230
     1      25     0.25844     0.00000     0.00000   -1.628741773   -2.707716370   -1.078974597
     1      25     0.23495     0.00000     0.00000   -1.535474431   -2.616742966   -1.081268535
     1      25     0.21145     0.00000     0.00000   -1.449875908   -2.531691552   -1.081815644
     1      25     0.18796     0.00000     0.00000   -1.376279997   -2.456175414   -1.079895417
     1      25     0.16446     0.00000     0.00000   -1.316527260   -2.393430397   -1.076903137
     1      25     0.14097     0.00000     0.00000   -1.270462026   -2.343317838   -1.072855812
     1      25     0.11747     0.00000     0.00000   -1.236651077   -2.305459867   -1.068808790
     1      25     0.09398     0.00000     0.00000   -1.212990832   -2.277755721   -1.064764889
     1      25     0.07048     0.00000     0.00000   -1.197285942   -2.253373383   -1.056087440
     1      25     0.04699     0.00000     0.00000   -1.187575596   -2.233442257   -1.045866661
     1      25     0.02349     0.00000     0.00000   -1.182364589   -2.226047527   -1.043682938
     1      25     0.00000     0.00000     0.00000   -1.180760502   -2.223404625   -1.042644123
     1      26     0.00000     0.00000     0.00000   -1.180760502   -2.223404625   -1.042644123
     1      26     0.01175     0.02035     0.00000   -1.182363268   -2.226043716   -1.043680448
     1      26     0.02349     0.04069     0.00000   -1.187560343   -2.231366541   -1.043806198
     1      26     0.03524     0.06104     0.00000   -1.197208862   -2.234780645   -1.037571782
     1      26     0.04699     0.08139     0.00000   -1.212724804   -2.246461471   -1.033736667
     1      26     0.05874     0.10174     0.00000   -1.235926884   -2.273043861   -1.037116977
     1      26     0.07048     0.12208     0.00000   -1.268792971   -2.308988953   -1.040195982
     1      26     0.08223     0.14243     0.00000   -1.313135639   -2.355910461   -1.042774822
     1      26     0.09398     0.16278     0.00000   -1.370038946   -2.413938295   -1.043899349
     1      26     0.10573     0.18312     0.00000   -1.439280613   -2.482849689   -1.043569076
     1      26     0.11747     0.20347     0.00000   -1.518654535   -2.558201286   -1.039546751
     1      26     0.12922     0.22382     0.00000   -1.603542968   -2.636829695   -1.033286727
     1      26     0.14097     0.24417     0.00000   -1.686745818   -2.711658233   -1.024912415
     1      26     0.15272     0.26451     0.00000   -1.758943616   -2.774222469   -1.015278853
     1      26     0.16446     0.28486     0.00000   -1.810892560   -2.824494520   -1.013601960
     1      26     0.17621     0.30521     0.00000   -1.837484481   -2.849273399   -1.011788918
     1      26     0.18796     0.32555     0.00000   -1.840226111   -2.858425744   -1.018199633
     1      26     0.19971     0.34590     0.00000   -1.824694064   -2.847596347   -1.022902283
     1      26     0.21145     0.36625     0.00000   -1.796104238   -2.812761881   -1.016657643
     1      26     0.22320     0.38660     0.00000   -1.757105205   -2.765198854   -1.008093649
     1      26     0.23495     0.40694     0.00000   -1.708036813   -2.700635557   -0.992598743
     1      26     0.24670     0.42729     0.00000   -1.648218953   -2.622255428   -0.974036475
     1      26     0.25844     0.44764     0.00000   -1.577308395   -2.527717930   -0.950409535
     1      26     0.27019     0.46798     0.00000   -1.496203782   -2.425737492   -0.929533710
     1      26     0.28194     0.48833     0.00000   -1.407346358   -2.318764667   -0.911418309
     1      26     0.29369     0.50868     0.00000   -1.314850145   -2.208715460   -0.893865315
     1      26     0.30543     0.52903     0.00000   -1.224357616   -2.101009170   -0.876651554
     1      26     0.31718     0.54937     0.00000   -1.142806357   -2.009241722   -0.866435365
     1      26     0.32893     0.56972     0.00000   -1.077836040   -1.936387424   -0.858551384
     1      26     0.34068     0.59007     0.00000   -1.036402494   -1.889463691   -0.853061197
     1      26     0.35242     0.61041     0.00000   -1.022489459   -1.870401979   -0.847912520
     1      26     0.35830     0.60024     0.00000   -1.025779741   -1.876266677   -0.850486936
     1      26     0.36417     0.59007     0.00000   -1.035188579   -1.888249768   -0.853061189
     1      26     0.37004     0.57989     0.00000   -1.049858993   -1.905494238   -0.855635245
     1      26     0.37592     0.56972     0.00000   -1.068780721   -1.927964907   -0.859184186
     1      26     0.38179     0.55955     0.00000   -1.090899149   -1.956557484   -0.865658335
     1      26     0.38767     0.54937     0.00000   -1.115178270   -1.987310664   -0.872132394
     1      26     0.39354     0.53920     0.00000   -1.140680480   -2.019286792   -0.878606312
     1      26     0.39941     0.52903     0.00000   -1.166586538   -2.054188985   -0.887602447
     1      26     0.40529     0.51885     0.00000   -1.192233890   -2.091354766   -0.899120875
     1      26     0.41116     0.50868     0.00000   -1.217123187   -2.127762358   -0.910639171
     1      26     0.41703     0.49851     0.00000   -1.240893738   -2.163051023   -0.922157285
     1      26     0.42291     0.48833     0.00000   -1.263301357   -2.199371809   -0.936070452
     1      26     0.42878     0.47816     0.00000   -1.284277912   -2.235059979   -0.950782067
     1      26     0.43466     0.46798     0.00000   -1.303839426   -2.269333144   -0.965493719
     1      26     0.44053     0.45781     0.00000   -1.322130173   -2.302335574   -0.980205401
     1      26     0.44640     0.44764     0.00000   -1.339385278   -2.336995482   -0.997610204
     1      26     0.45228     0.43746     0.00000   -1.355924139   -2.370930253   -1.015006114
     1      26     0.45815     0.42729     0.00000   -1.372161997   -2.404559967   -1.032397970
     1      26     0.46402     0.41712     0.00000   -1.388551946   -2.438506048   -1.049954102
     1      26     0.46990     0.40694     0.00000   -1.405606305   -2.473588103   -1.067981798
     1      26     0.47577     0.39677     0.00000   -1.423902691   -2.509885412   -1.085982721
     1      26     0.48164     0.38660     0.00000   -1.444010128   -2.547971260   -1.103961132
     1      26     0.48752     0.37642     0.00000   -1.466529440   -2.586511565   -1.119982125
     1      26     0.49339     0.36625     0.00000   -1.491986222   -2.625933345   -1.133947123
     1      26     0.49927     0.35608     0.00000   -1.520855860   -2.668591492   -1.147735633
     1      26     0.50514     0.34590     0.00000   -1.553428304   -2.714748661   -1.161320357
     1      26     0.51101     0.33573     0.00000   -1.589629759   -2.758056858   -1.168427099
     1      26     0.51689     0.32555     0.00000   -1.628618890   -2.796604418   -1.167985529
     1      26     0.52276     0.31538     0.00000   -1.667724605   -2.825865161   -1.158140556
     1      26     0.52863     0.30521     0.00000   -1.700016613   -2.840139911   -1.140123298
     1      26     0.53451     0.29503     0.00000   -1.667724605   -2.825865161   -1.158140556
     1      26     0.54038     0.28486     0.00000   -1.628618890   -2.796604418   -1.167985529
     1      26     0.54626     0.27469     0.00000   -1.589629759   -2.758056858   -1.168427099
     1      26     0.55213     0.26451     0.00000   -1.553428304   -2.714748661   -1.161320357
     1      26     0.55800     0.25434     0.00000   -1.520855860   -2.668591492   -1.147735633
     1      26     0.56388     0.24417     0.00000   -1.491986222   -2.625933345   -1.133947123
     1      26     0.56975     0.23399     0.00000   -1.466529440   -2.586511565   -1.119982125
     1      26     0.57562     0.22382     0.00000   -1.444010128   -2.547971260   -1.103961132
     1      26     0.58150     0.21365     0.00000   -1.423902691   -2.509885412   -1.085982721
     1      26     0.58737     0.20347     0.00000   -1.405606305   -2.473588103   -1.067981798
     1      26     0.59325     0.19330     0.00000   -1.388551946   -2.438506048   -1.049954102
     1      26     0.59912     0.18312     0.00000   -1.372161997   -2.404559967   -1.032397970
     1      26     0.60499     0.17295     0.00000   -1.355924139   -2.370930253   -1.015006114
     1      26     0.61087     0.16278     0.00000   -1.339385278   -2.336995482   -0.997610204
     1      26     0.61674     0.15260     0.00000   -1.322130173   -2.302335574   -0.980205401
     1      26     0.62261     0.14243     0.00000   -1.303839426   -2.269333144   -0.965493719
     1      26     0.62849     0.13226     0.00000   -1.284277912   -2.235059979   -0.950782067
     1      26     0.63436     0.12208     0.00000   -1.263301357   -2.199371809   -0.936070452
     1      26     0.64024     0.11191     0.00000   -1.240893738   -2.163051023   -0.922157285
     1      26     0.64611     0.10174     0.00000   -1.217123187   -2.127762358   -0.910639171
     1      26     0.65198     0.09156     0.00000   -1.192233890   -2.091354766   -0.899120875
     1      26     0.65786     0.08139     0.00000   -1.166586538   -2.054188985   -0.887602447
     1      26     0.66373     0.07122     0.00000   -1.140680480   -2.019286792   -0.878606312
     1      26     0.66960     0.06104     0.00000   -1.115178270   -1.987310664   -0.872132394
     1      26     0.67548     0.05087     0.00000   -1.090899149   -1.956557484   -0.865658335
     1      26     0.68135     0.04069     0.00000   -1.068780721   -1.927964907   -0.859184186
     1      26     0.68722     0.03052     0.00000   -1.049858993   -1.905494238   -0.855635245
     1      26     0.69310     0.02035     0.00000   -1.035188579   -1.888249768   -0.853061189
     1      26     0.69897     0.01017     0.00000   -1.025779741   -1.876266677   -0.850486936
     1      26     0.70485     0.00000     0.00000   -1.022489459   -1.870401980   -0.847912520
     1      26     0.68135     0.00000     0.00000   -1.036402493   -1.889463690   -0.853061197
     1      26     0.65786     0.00000     0.00000   -1.077836038   -1.936387422   -0.858551384
     1      26     0.63436     0.00000     0.00000   -1.142806354   -2.009241719   -0.866435365
     1      26     0.61087     0.00000     0.00000   -1.224357613   -2.101009167   -0.876651554
     1      26     0.58737     0.00000     0.00000   -1.314850142   -2.208715457   -0.893865315
     1      26     0.56388     0.00000     0.00000   -1.407346355   -2.318764663   -0.911418308
     1      26     0.54038     0.00000     0.00000   -1.496203779   -2.425737488   -0.929533709
     1      26     0.51689     0.00000     0.00000   -1.577308393   -2.527717927   -0.950409534
     1      26     0.49339     0.00000     0.00000   -1.648218951   -2.622255425   -0.974036475
     1      26     0.46990     0.00000     0.00000   -1.708036812   -2.700635554   -0.992598743
     1      26     0.44640     0.00000     0.00000   -1.757105204   -2.765198853   -1.008093649
     1      26     0.42291     0.00000     0.00000   -1.796104237   -2.812761880   -1.016657643
     1      26     0.39941     0.00000     0.00000   -1.824694064   -2.847596347   -1.022902283
     1      26     0.37592     0.00000     0.00000   -1.840226112   -2.858425745   -1.018199633
     1      26     0.35242     0.00000     0.00000   -1.837484483   -2.849273401   -1.011788918
     1      26     0.32893     0.00000     0.00000   -1.810892563   -2.824494523   -1.013601960
     1      26     0.30543     0.00000     0.00000   -1.758943619   -2.774222472   -1.015278853
     1      26     0.28194     0.00000     0.00000   -1.686745821   -2.711658236   -1.024912415
     1      26     0.25844     0.00000     0.00000   -1.603542971   -2.636829699   -1.033286727
     1      26     0.23495     0.00000     0.00000   -1.518654538   -2.558201289   -1.039546751
     1      26     0.21145     0.00000     0.00000   -1.439280616   -2.482849692   -1.043569076
     1      26     0.18796     0.00000     0.00000   -1.370038949   -2.413938298   -1.043899349
     1      26     0.16446     0.00000     0.00000   -1.313135641   -2.355910463   -1.042774822
     1      26     0.14097     0.00000     0.00000   -1.268792972   -2.308988954   -1.040195982
     1      26     0.11747     0.00000     0.00000   -1.235926885   -2.273043862   -1.037116977
     1      26     0.09398     0.00000     0.00000   -1.212724805   -2.246461472   -1.033736667
     1      26     0.07048     0.00000     0.00000   -1.197208863   -2.234780645   -1.037571782
     1      26     0.04699     0.00000     0.00000   -1.187560343   -2.231366541   -1.043806198
     1      26     0.02349     0.00000     0.00000   -1.182363268   -2.226043716   -1.043680448
     1      26     0.00000     0.00000     0.00000   -1.180760502   -2.223404625   -1.042644123
     1      27     0.00000     0.00000     0.00000    1.773553836    1.561286203   -0.212267633
     1      27     0.01175     0.02035     0.00000    1.771694135    1.563879501   -0.207814634
     1      27     0.02349     0.04069     0.00000    1.753473149    1.552371442   -0.201101707
     1      27     0.03524     0.06104     0.00000    1.712604342    1.530701258   -0.181903084
     1      27     0.04699     0.08139     0.00000    1.658538438    1.493869822   -0.164668617
     1      27     0.05874     0.10174     0.00000    1.600334439    1.443797451   -0.156536988
     1      27     0.07048     0.12208     0.00000    1.497230066    1.275277024   -0.221953042
     1      27     0.08223     0.14243     0.00000    1.383859242    1.176507167   -0.207352075
     1      27     0.09398     0.16278     0.00000    1.276899628    1.085870237   -0.191029391
     1      27     0.10573     0.18312     0.00000    1.181320556    1.009954937   -0.171365619
     1      27     0.11747     0.20347     0.00000    1.092119801    0.958904595   -0.133215206
     1      27     0.12922     0.22382     0.00000    1.008768776    0.885274633   -0.123494143
     1      27     0.14097     0.24417     0.00000    0.935438039    0.825912979   -0.109525061
     1      27     0.15272     0.26451     0.00000    0.874255128    0.779647997   -0.094607131
     1      27     0.16446     0.28486     0.00000    0.829216902    0.751528236   -0.077688667
     1      27     0.17621     0.30521     0.00000    0.805026540    0.744487491   -0.060539050
     1      27     0.18796     0.32555     0.00000    0.805671787    0.760756670   -0.044915117
     1      27     0.19971     0.34590     0.00000    0.832999695    0.802146792   -0.030852903
     1      27     0.21145     0.36625     0.00000    0.885531793    0.857542686   -0.027989107
     1      27     0.22320     0.38660     0.00000    0.957430531    0.930803459   -0.026627072
     1      27     0.23495     0.40694     0.00000    1.037241653    1.005909808   -0.031331845
     1      27     0.24670     0.42729     0.00000    1.107061511    1.075477523   -0.031583988
     1      27     0.25844     0.44764     0.00000    1.145917950    1.119937747   -0.025980203
     1      27     0.27019     0.46798     0.00000    1.129393622    1.079706217   -0.049687406
     1      27     0.28194     0.48833     0.00000    1.078166476    1.045065084   -0.033101392
     1      27     0.29369     0.50868     0.00000    1.006862131    0.985537714   -0.021324417
     1      27     0.30543     0.52903     0.00000    0.926418490    0.914879998   -0.011538493
     1      27     0.31718     0.54937     0.00000    0.848129490    0.843153699   -0.004975791
     1      27     0.32893     0.56972     0.00000    0.782882678    0.783481064    0.000598386
     1      27     0.34068     0.59007     0.00000    0.738934666    0.781682038    0.042747372
     1      27     0.35242     0.61041     0.00000    0.722383627    0.765354350    0.042970723
     1      27     0.35830     0.60024     0.00000    0.726462957    0.769324333    0.042861376
     1      27     0.36417     0.59007     0.00000    0.738350119    0.781096894    0.042746775
     1      27     0.37004     0.57989     0.00000    0.756373656    0.758116288    0.001742631
     1      27     0.37592     0.56972     0.00000    0.778848108    0.780293241    0.001445133
     1      27     0.38179     0.55955     0.00000    0.805975687    0.808040316    0.002064630
     1      27     0.38767     0.54937     0.00000    0.836830248    0.839507387    0.002677140
     1      27     0.39354     0.53920     0.00000    0.870458626    0.873745964    0.003287338
     1      27     0.39941     0.52903     0.00000    0.906004984    0.909791768    0.003786784
     1      27     0.40529     0.51885     0.00000    0.942598062    0.946745766    0.004147703
     1      27     0.41116     0.50868     0.00000    0.979486248    0.983969453    0.004483204
     1      27     0.41703     0.49851     0.00000    1.015994058    1.020801369    0.004807312
     1      27     0.42291     0.48833     0.00000    1.051509900    1.058607802    0.007097903
     1      27     0.42878     0.47816     0.00000    1.085473238    1.095446543    0.009973305
     1      27     0.43466     0.46798     0.00000    1.117440789    1.130222432    0.012781643
     1      27     0.44053     0.45781     0.00000    1.146982833    1.162526632    0.015543799
     1      27     0.44640     0.44764     0.00000    1.173759124    1.192324050    0.018564926
     1      27     0.45228     0.43746     0.00000    1.197504802    1.218913051    0.021408249
     1      27     0.45815     0.42729     0.00000    1.218008028    1.242103951    0.024095923
     1      27     0.46402     0.41712     0.00000    1.235189502    1.262998573    0.027809071
     1      27     0.46990     0.40694     0.00000    1.249070097    1.283953321    0.034883225
     1      27     0.47577     0.39677     0.00000    1.259775518    1.301604979    0.041829462
     1      27     0.48164     0.38660     0.00000    1.267561612    1.316118236    0.048556624
     1      27     0.48752     0.37642     0.00000    1.272817897    1.327661332    0.054843435
     1      27     0.49339     0.36625     0.00000    1.276061221    1.337079623    0.061018402
     1      27     0.49927     0.35608     0.00000    1.277886582    1.345083154    0.067196571
     1      27     0.50514     0.34590     0.00000    1.278881972    1.352100909    0.073218937
     1      27     0.51101     0.33573     0.00000    1.279689525    1.365870225    0.086180700
     1      27     0.51689     0.32555     0.00000    1.280854847    1.382677594    0.101822747
     1      27     0.52276     0.31538     0.00000    1.282796844    1.400443304    0.117646460
     1      27     0.52863     0.30521     0.00000    1.285808165    1.419272322    0.133464157
     1      27     0.53451     0.29503     0.00000    1.282796844    1.400443304    0.117646460
     1      27     0.54038     0.28486     0.00000    1.280854847    1.382677594    0.101822747
     1      27     0.54626     0.27469     0.00000    1.279689525    1.365870225    0.086180700
     1      27     0.55213     0.26451     0.00000    1.278881972    1.352100909    0.073218937
     1      27     0.55800     0.25434     0.00000    1.277886582    1.345083154    0.067196571
     1      27     0.56388     0.24417     0.00000    1.276061221    1.337079623    0.061018402
     1      27     0.56975     0.23399     0.00000    1.272817897    1.327661332    0.054843435
     1      27     0.57562     0.22382     0.00000    1.267561612    1.316118236    0.048556624
     1      27     0.58150     0.21365     0.00000    1.259775518    1.301604979    0.041829462
     1      27     0.58737     0.20347     0.00000    1.249070097    1.283953321    0.034883225
     1      27     0.59325     0.19330     0.00000    1.235189502    1.262998573    0.027809071
     1      27     0.59912     0.18312     0.00000    1.218008028    1.242103951    0.024095923
     1      27     0.60499     0.17295     0.00000    1.197504802    1.218913051    0.021408249
     1      27     0.61087     0.16278     0.00000    1.173759124    1.192324050    0.018564926
     1      27     0.61674     0.15260     0.00000    1.146982833    1.162526632    0.015543799
     1      27     0.62261     0.14243     0.00000    1.117440789    1.130222432    0.012781643
     1      27     0.62849     0.13226     0.00000    1.085473238    1.095446543    0.009973305
     1      27     0.63436     0.12208     0.00000    1.051509900    1.058607802    0.007097903
     1      27     0.64024     0.11191     0.00000    1.015994058    1.020801369    0.004807312
     1      27     0.64611     0.10174     0.00000    0.979486248    0.983969453    0.004483204
     1      27     0.65198     0.09156     0.00000    0.942598062    0.946745766    0.004147703
     1      27     0.65786     0.08139     0.00000    0.906004984    0.909791768    0.003786784
     1      27     0.66373     0.07122     0.00000    0.870458626    0.873745964    0.003287338
     1      27     0.66960     0.06104     0.00000    0.836830248    0.839507387    0.002677140
     1      27     0.67548     0.05087     0.00000    0.805975687    0.808040316    0.002064630
     1      27     0.68135     0.04069     0.00000    0.778848108    0.780293241    0.001445133
     1      27     0.68722     0.03052     0.00000    0.756373656    0.758116288    0.001742631
     1      27     0.69310     0.02035     0.00000    0.738350119    0.781096894    0.042746775
     1      27     0.69897     0.01017     0.00000    0.726462957    0.769324333    0.042861376
     1      27     0.70485     0.00000     0.00000    0.722383627    0.765354350    0.042970723
     1      27     0.68135     0.00000     0.00000    0.738934665    0.781682037    0.042747372
     1      27     0.65786     0.00000     0.00000    0.782882676    0.783481062    0.000598386
     1      27     0.63436     0.00000     0.00000    0.848129487    0.843153696   -0.004975791
     1      27     0.61087     0.00000     0.00000    0.926418487    0.914879995   -0.011538492
     1      27     0.58737     0.00000     0.00000    1.006862128    0.985537711   -0.021324417
     1      27     0.56388     0.00000     0.00000    1.078166474    1.045065082   -0.033101392
     1      27     0.54038     0.00000     0.00000    1.129393620    1.079706215   -0.049687405
     1      27     0.51689     0.00000     0.00000    1.145917950    1.119937747   -0.025980203
     1      27     0.49339     0.00000     0.00000    1.107061512    1.075477524   -0.031583988
     1      27     0.46990     0.00000     0.00000    1.037241654    1.005909809   -0.031331845
     1      27     0.44640     0.00000     0.00000    0.957430533    0.930803461   -0.026627072
     1      27     0.42291     0.00000     0.00000    0.885531795    0.857542688   -0.027989107
     1      27     0.39941     0.00000     0.00000    0.832999697    0.802146794   -0.030852903
     1      27     0.37592     0.00000     0.00000    0.805671789    0.760756672   -0.044915117
     1      27     0.35242     0.00000     0.00000    0.805026543    0.744487493   -0.060539050
     1      27     0.32893     0.00000     0.00000    0.829216905    0.751528238   -0.077688666
     1      27     0.30543     0.00000     0.00000    0.874255130    0.779647999   -0.094607131
     1      27     0.28194     0.00000     0.00000    0.935438042    0.825912981   -0.109525061
     1      27     0.25844     0.00000     0.00000    1.008768778    0.885274635   -0.123494143
     1      27     0.23495     0.00000     0.00000    1.092119802    0.958904596   -0.133215206
     1      27     0.21145     0.00000     0.00000    1.181320555    1.009954936   -0.171365619
     1      27     0.18796     0.00000     0.00000    1.276899626    1.085870236   -0.191029390
     1      27     0.16446     0.00000     0.00000    1.383859240    1.176507165   -0.207352075
     1      27     0.14097     0.00000     0.00000    1.497230063    1.275277022   -0.221953042
     1      27     0.11747     0.00000     0.00000    1.600334444    1.443797456   -0.156536988
     1      27     0.09398     0.00000     0.00000    1.658538444    1.493869827   -0.164668617
     1      27     0.07048     0.00000     0.00000    1.712604347    1.530701264   -0.181903083
     1      27     0.04699     0.00000     0.00000    1.753473154    1.552371447   -0.201101707
     1      27     0.02349     0.00000     0.00000    1.771694137    1.563879502   -0.207814634
     1      27     0.00000     0.00000     0.00000    1.773553836    1.561286203   -0.212267633
     1      28     0.00000     0.00000     0.00000    1.773553836    1.561286203   -0.212267633
     1      28     0.01175     0.02035     0.00000    1.773370521    1.565442623   -0.207927898
     1      28     0.02349     0.04069     0.00000    1.762711501    1.558831756   -0.203879745
     1      28     0.03524     0.06104     0.00000    1.728728332    1.531013471   -0.197714861
     1      28     0.04699     0.08139     0.00000    1.676163032    1.486622899   -0.189540133
     1      28     0.05874     0.10174     0.00000    1.602232338    1.387584196   -0.214648142
     1      28     0.07048     0.12208     0.00000    1.521344814    1.342870809   -0.178474005
     1      28     0.08223     0.14243     0.00000    1.401709456    1.228178904   -0.173530552
     1      28     0.09398     0.16278     0.00000    1.288663160    1.125848143   -0.162815017
     1      28     0.10573     0.18312     0.00000    1.185269112    1.039327387   -0.145941725
     1      28     0.11747     0.20347     0.00000    1.098334450    0.942048841   -0.156285609
     1      28     0.12922     0.22382     0.00000    1.027166677    0.883280477   -0.143886200
     1      28     0.14097     0.24417     0.00000    0.966911293    0.836166954   -0.130744339
     1      28     0.15272     0.26451     0.00000    0.918356454    0.801028595   -0.117327859
     1      28     0.16446     0.28486     0.00000    0.884509514    0.780757243   -0.103752271
     1      28     0.17621     0.30521     0.00000    0.869506170    0.779320345   -0.090185826
     1      28     0.18796     0.32555     0.00000    0.876883386    0.798023642   -0.078859744
     1      28     0.19971     0.34590     0.00000    0.907805519    0.838947845   -0.068857674
     1      28     0.21145     0.36625     0.00000    0.959618782    0.891132725   -0.068486057
     1      28     0.22320     0.38660     0.00000    1.024640391    0.956217472   -0.068422919
     1      28     0.23495     0.40694     0.00000    1.089331167    1.018773737   -0.070557430
     1      28     0.24670     0.42729     0.00000    1.136131726    1.066877532   -0.069254194
     1      28     0.25844     0.44764     0.00000    1.150687356    1.090244372   -0.060442984
     1      28     0.27019     0.46798     0.00000    1.141585168    1.126042152   -0.015543016
     1      28     0.28194     0.48833     0.00000    1.097771713    1.103522069    0.005750355
     1      28     0.29369     0.50868     0.00000    1.026828357    1.046044961    0.019216603
     1      28     0.30543     0.52903     0.00000    0.942481921    0.972630276    0.030148355
     1      28     0.31718     0.54937     0.00000    0.858154636    0.894858180    0.036703545
     1      28     0.32893     0.56972     0.00000    0.786593518    0.828494774    0.041901256
     1      28     0.34068     0.59007     0.00000    0.740001350    0.742352676    0.002351326
     1      28     0.35242     0.61041     0.00000    0.725226083    0.728798411    0.003572328
     1      28     0.35830     0.60024     0.00000    0.728855903    0.731818560    0.002962657
     1      28     0.36417     0.59007     0.00000    0.739434164    0.741785932    0.002351768
     1      28     0.37004     0.57989     0.00000    0.757359157    0.799989627    0.042630470
     1      28     0.37592     0.56972     0.00000    0.782533433    0.825527666    0.042994233
     1      28     0.38179     0.55955     0.00000    0.812852361    0.857639996    0.044787635
     1      28     0.38767     0.54937     0.00000    0.847260500    0.893831938    0.046571438
     1      28     0.39354     0.53920     0.00000    0.884695043    0.933043551    0.048348508
     1      28     0.39941     0.52903     0.00000    0.924214185    0.974348354    0.050134169
     1      28     0.40529     0.51885     0.00000    0.964882782    1.016793507    0.051910725
     1      28     0.41116     0.50868     0.00000    1.005903308    1.059567536    0.053664228
     1      28     0.41703     0.49851     0.00000    1.046563639    1.101965180    0.055401541
     1      28     0.42291     0.48833     0.00000    1.086215888    1.145751137    0.059535249
     1      28     0.42878     0.47816     0.00000    1.124259892    1.188649611    0.064389720
     1      28     0.43466     0.46798     0.00000    1.160191912    1.229360850    0.069168937
     1      28     0.44053     0.45781     0.00000    1.193499305    1.267402941    0.073903636
     1      28     0.44640     0.44764     0.00000    1.223719605    1.302850625    0.079131020
     1      28     0.45228     0.43746     0.00000    1.250414332    1.334546782    0.084132451
     1      28     0.45815     0.42729     0.00000    1.273155424    1.362065571    0.088910147
     1      28     0.46402     0.41712     0.00000    1.291608707    1.386638623    0.095029917
     1      28     0.46990     0.40694     0.00000    1.305533861    1.411465220    0.105931358
     1      28     0.47577     0.39677     0.00000    1.314861994    1.431816237    0.116954243
     1      28     0.48164     0.38660     0.00000    1.319749631    1.447462731    0.127713100
     1      28     0.48752     0.37642     0.00000    1.320670625    1.457136761    0.136466136
     1      28     0.49339     0.36625     0.00000    1.318369071    1.462630456    0.144261385
     1      28     0.49927     0.35608     0.00000    1.313781376    1.466275197    0.152493822
     1      28     0.50514     0.34590     0.00000    1.307829996    1.468627332    0.160797336
     1      28     0.51101     0.33573     0.00000    1.301438217    1.458048973    0.156610757
     1      28     0.51689     0.32555     0.00000    1.295336754    1.443895822    0.148559068
     1      28     0.52276     0.31538     0.00000    1.290024836    1.430861900    0.140837064
     1      28     0.52863     0.30521     0.00000    1.285808165    1.419272322    0.133464157
     1      28     0.53451     0.29503     0.00000    1.290024836    1.430861900    0.140837064
     1      28     0.54038     0.28486     0.00000    1.295336754    1.443895822    0.148559068
     1      28     0.54626     0.27469     0.00000    1.301438217    1.458048973    0.156610757
     1      28     0.55213     0.26451     0.00000    1.307829996    1.468627332    0.160797336
     1      28     0.55800     0.25434     0.00000    1.313781376    1.466275197    0.152493822
     1      28     0.56388     0.24417     0.00000    1.318369071    1.462630456    0.144261385
     1      28     0.56975     0.23399     0.00000    1.320670625    1.457136761    0.136466136
     1      28     0.57562     0.22382     0.00000    1.319749631    1.447462731    0.127713100
     1      28     0.58150     0.21365     0.00000    1.314861994    1.431816237    0.116954243
     1      28     0.58737     0.20347     0.00000    1.305533861    1.411465220    0.105931358
     1      28     0.59325     0.19330     0.00000    1.291608707    1.386638623    0.095029917
     1      28     0.59912     0.18312     0.00000    1.273155424    1.362065571    0.088910147
     1      28     0.60499     0.17295     0.00000    1.250414332    1.334546782    0.084132451
     1      28     0.61087     0.16278     0.00000    1.223719605    1.302850625    0.079131020
     1      28     0.61674     0.15260     0.00000    1.193499305    1.267402941    0.073903636
     1      28     0.62261     0.14243     0.00000    1.160191912    1.229360850    0.069168937
